MSSV,Student_Profile,Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,Risk_Score,Risk_Level,OJT_Delay_Risk,OJT_Eligible,OJT_Readiness,AI_Recommendation,Credit_Progress_Category,OJT_Credit_Gap,OJT_Credit_Progress,OJT_Eligibility_Gap_Category,Academic_Risk_Index,Academic_Stability,OJT_Semester_Gap,OJT_Planning_Status,Required_Average_Credits_Per_Semester,Credit_Completion_Efficiency
SE1804753,Average,4,6.88,120,68,52,56.67,17.0,32,1,2,2,1,0,5,11,High,1,False,50.0,Complete at least 32 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,32,68.0,Moderate_Gap,6,40,1,Approaching_OJT,32.0,100.0
SE1804754,Good,5,8.48,120,95,25,79.17,19.0,5,0,0,0,0,0,7,1,Low,0,False,87.5,Complete at least 5 more credits.,Advanced,5,95.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,2.5,100.0
SE1804755,Excellent,5,9.46,120,90,30,75.0,18.0,10,0,0,0,0,0,6,1,Low,0,False,85.0,Complete at least 10 more credits.,Advanced,10,90.0,Near_Eligible,0,100,1,Approaching_OJT,10.0,100.0
SE1804756,Good,6,7.6,120,110,10,91.67,18.33,0,1,2,1,0,0,6,4,Low,0,False,82.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,4,60,0,OJT_Ready_Stage,0.0,100.0
SE1804757,Average,1,6.24,120,16,104,13.33,16.0,84,3,2,2,1,0,6,12,High,1,False,18.0,Complete at least 84 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,84,16.0,Far_From_Eligible,8,20,5,Long_Term_Planning,16.8,100.0
SE1804758,Good,4,8.15,120,74,46,61.67,18.5,26,0,0,0,0,0,6,2,Low,0,False,77.0,Complete at least 26 more credits.,Advanced,26,74.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,13.0,100.0
SE1804759,Good,4,8.49,120,74,46,61.67,18.5,26,0,2,1,0,0,5,5,Low,0,False,67.0,Complete at least 26 more credits. Complete all prerequisite courses.,Advanced,26,74.0,Moderate_Gap,3,70,1,Approaching_OJT,26.0,100.0
SE1804760,Average,4,6.91,120,61,59,50.83,15.25,39,3,2,0,1,0,6,9,Medium,0,False,52.5,Complete at least 39 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,39,61.0,Moderate_Gap,6,40,2,Moderate_Planning_Gap,19.5,100.0
SE1804761,Excellent,5,9.64,120,91,29,75.83,18.2,9,0,0,0,0,0,6,1,Low,0,False,85.5,Complete at least 9 more credits.,Advanced,9,91.0,Near_Eligible,0,100,1,Approaching_OJT,9.0,100.0
SE1804762,Average,5,6.77,120,84,36,70.0,16.8,16,2,2,1,0,0,6,7,Medium,0,False,66.0,Complete at least 16 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,16,84.0,Near_Eligible,5,50,1,Approaching_OJT,16.0,100.0
SE1804763,Good,5,7.89,120,100,20,83.33,20.0,0,0,1,1,0,0,6,3,Low,0,False,82.0,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,2,80,1,Approaching_OJT,0.0,100.0
SE1804764,AtRisk,7,5.61,120,98,22,81.67,14.0,2,4,6,3,2,0,8,16,High,1,False,37.0,Complete at least 2 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,2,98.0,Near_Eligible,15,0,1,Approaching_OJT,2.0,100.0
SE1804765,Good,6,7.14,120,107,13,89.17,17.83,0,1,2,0,0,0,7,2,Low,0,True,86.5,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,100.0
SE1804766,Average,4,6.96,120,61,59,50.83,15.25,39,2,2,1,1,0,5,10,Medium,0,False,49.5,Complete at least 39 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,39,61.0,Moderate_Gap,6,40,1,Approaching_OJT,39.0,100.0
SE1804767,Good,4,7.96,120,78,42,65.0,19.5,22,0,0,1,0,0,6,4,Low,0,False,73.0,Complete at least 22 more credits. Complete all prerequisite courses.,Advanced,22,78.0,Moderate_Gap,1,90,2,Moderate_Planning_Gap,11.0,100.0
SE1804768,Excellent,3,9.37,120,57,63,47.5,19.0,43,0,0,0,0,0,6,3,Low,0,False,68.5,Complete at least 43 more credits.,Developing,43,57.0,Moderate_Gap,0,100,3,Long_Term_Planning,14.33,100.0
SE1804769,Critical,4,4.05,120,46,74,38.33,11.5,54,7,5,3,2,2,6,24,High,1,False,0.0,Complete at least 54 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,54,46.0,Far_From_Eligible,19,0,2,Moderate_Planning_Gap,27.0,100.0
SE1804770,Good,5,7.2,120,88,32,73.33,17.6,12,0,0,0,0,0,6,1,Low,0,False,84.0,Complete at least 12 more credits.,Advanced,12,88.0,Near_Eligible,0,100,1,Approaching_OJT,12.0,100.0
SE1804771,Good,4,8.28,120,69,51,57.5,17.25,31,0,0,0,0,0,5,3,Low,0,False,74.5,Complete at least 31 more credits.,Developing,31,69.0,Moderate_Gap,0,100,1,Approaching_OJT,31.0,100.0
SE1804772,Good,2,8.14,120,34,86,28.33,17.0,66,0,2,1,0,0,6,6,Medium,0,False,47.0,Complete at least 66 more credits. Complete all prerequisite courses.,Early,66,34.0,Far_From_Eligible,3,70,4,Long_Term_Planning,16.5,100.0
SE1804773,Good,4,7.13,120,68,52,56.67,17.0,32,1,1,1,0,0,5,7,Medium,0,False,63.0,Complete at least 32 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,32,68.0,Moderate_Gap,3,70,1,Approaching_OJT,32.0,100.0
SE1804774,Good,6,7.43,120,110,10,91.67,18.33,0,1,2,0,0,0,6,2,Low,0,True,88.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,0,OJT_Ready_Stage,0.0,100.0
SE1804775,Average,8,6.68,120,115,5,95.83,14.38,0,1,4,0,0,0,8,4,Low,0,True,86.5,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,5,50,0,OJT_Ready_Stage,0.0,99.97
SE1804776,Good,5,8.28,120,88,32,73.33,17.6,12,0,2,1,0,0,7,4,Low,0,False,74.0,Complete at least 12 more credits. Complete all prerequisite courses.,Advanced,12,88.0,Near_Eligible,3,70,2,Moderate_Planning_Gap,6.0,100.0
SE1804777,Critical,4,4.57,120,58,62,48.33,14.5,42,6,5,4,3,2,6,24,High,1,False,0.0,Complete at least 42 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,42,58.0,Moderate_Gap,20,0,2,Moderate_Planning_Gap,21.0,100.0
SE1804778,Recovery,6,6.42,120,104,16,86.67,17.33,0,1,2,1,1,0,6,7,Medium,0,False,74.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,5,50,0,OJT_Ready_Stage,0.0,100.0
SE1804779,Critical,7,4.29,120,83,37,69.17,11.86,17,6,7,4,3,2,8,23,High,1,False,0.0,Complete at least 17 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,17,83.0,Near_Eligible,22,0,1,Approaching_OJT,17.0,99.98
SE1804780,Excellent,5,8.96,120,97,23,80.83,19.4,3,0,0,0,0,0,6,1,Low,0,False,88.5,Complete at least 3 more credits.,Near_Completion,3,97.0,Near_Eligible,0,100,1,Approaching_OJT,3.0,100.0
SE1804781,Average,4,6.22,120,74,46,61.67,18.5,26,3,3,1,1,0,5,11,High,1,False,51.0,Complete at least 26 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,26,74.0,Moderate_Gap,8,20,1,Approaching_OJT,26.0,100.0
SE1804782,Average,3,6.25,120,56,64,46.67,18.67,44,3,1,0,0,0,5,7,Medium,0,False,57.0,Complete at least 44 more credits. Retake failed courses as soon as possible.,Developing,44,56.0,Moderate_Gap,4,60,2,Moderate_Planning_Gap,22.0,99.98
SE1804783,Average,4,6.79,120,65,55,54.17,16.25,35,1,3,1,0,0,5,9,Medium,0,False,57.5,Complete at least 35 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,35,65.0,Moderate_Gap,5,50,1,Approaching_OJT,35.0,100.0
SE1804784,AtRisk,6,5.16,120,95,25,79.17,15.83,5,4,6,3,1,1,6,17,High,1,False,32.5,Complete at least 5 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,5,95.0,Near_Eligible,15,0,0,OJT_Ready_Stage,5.0,100.0
SE1804785,Excellent,4,9.84,120,77,43,64.17,19.25,23,0,0,0,0,0,6,2,Low,0,False,78.5,Complete at least 23 more credits.,Advanced,23,77.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,11.5,100.0
SE1804786,Good,2,7.86,120,42,78,35.0,21.0,58,1,1,0,0,0,6,5,Low,0,False,56.0,Complete at least 58 more credits. Retake failed courses as soon as possible.,Developing,58,42.0,Far_From_Eligible,2,80,4,Long_Term_Planning,14.5,100.0
SE1804787,Excellent,3,9.36,120,60,60,50.0,20.0,40,0,0,0,0,0,5,3,Low,0,False,70.0,Complete at least 40 more credits.,Developing,40,60.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,20.0,100.0
SE1804788,Average,8,6.29,120,116,4,96.67,14.5,0,2,1,0,1,0,8,5,Low,0,True,85.0,Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,4,60,0,OJT_Ready_Stage,0.0,100.0
SE1804789,LateStarter,3,6.76,120,42,78,35.0,14.0,58,2,4,2,0,0,6,10,Medium,0,False,35.0,Complete at least 58 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,58,42.0,Far_From_Eligible,8,20,3,Long_Term_Planning,19.33,100.0
SE1804790,Excellent,6,9.7,120,106,14,88.33,17.67,0,0,0,0,0,0,6,0,Low,0,True,93.0,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,0,OJT_Ready_Stage,0.0,99.98
SE1804791,Good,4,8.14,120,80,40,66.67,20.0,20,0,0,1,0,0,5,4,Low,0,False,74.0,Complete at least 20 more credits. Complete all prerequisite courses.,Advanced,20,80.0,Near_Eligible,1,90,1,Approaching_OJT,20.0,100.0
SE1804792,Average,2,6.98,120,41,79,34.17,20.5,59,2,3,1,0,0,5,9,Medium,0,False,42.5,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,59,41.0,Far_From_Eligible,6,40,3,Long_Term_Planning,19.67,100.0
SE1804793,AtRisk,5,5.11,120,83,37,69.17,16.6,17,5,5,1,2,0,7,16,High,1,False,40.5,Complete at least 17 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,17,83.0,Near_Eligible,13,0,2,Moderate_Planning_Gap,8.5,100.0
SE1804794,AtRisk,3,5.52,120,38,82,31.67,12.67,62,3,4,3,2,0,5,17,High,1,False,14.0,Complete at least 62 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,62,38.0,Far_From_Eligible,12,0,2,Moderate_Planning_Gap,31.0,99.97
SE1804795,Average,4,6.44,120,70,50,58.33,17.5,30,2,1,0,1,0,6,7,Medium,0,False,62.0,Complete at least 30 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,30,70.0,Moderate_Gap,4,60,2,Moderate_Planning_Gap,15.0,100.0
SE1804796,Average,7,6.63,120,112,8,93.33,16.0,0,3,1,2,0,0,8,7,Medium,0,False,73.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,6,40,1,Approaching_OJT,0.0,100.0
SE1804797,Critical,3,4.99,120,29,91,24.17,9.67,71,7,6,3,3,2,5,24,High,1,False,0.0,Complete at least 71 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,71,29.0,Far_From_Eligible,21,0,2,Moderate_Planning_Gap,35.5,99.97
SE1804798,LateStarter,5,6.29,120,91,29,75.83,18.2,9,4,3,0,1,0,7,8,Medium,0,False,62.5,Complete at least 9 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,9,91.0,Near_Eligible,8,20,2,Moderate_Planning_Gap,4.5,100.0
SE1804799,AtRisk,5,5.5,120,73,47,60.83,14.6,27,5,5,3,1,1,7,19,High,1,False,20.5,Complete at least 27 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,27,73.0,Moderate_Gap,15,0,2,Moderate_Planning_Gap,13.5,100.0
SE1804800,Average,2,6.52,120,41,79,34.17,20.5,59,2,3,2,1,0,5,12,High,1,False,31.5,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,59,41.0,Far_From_Eligible,8,20,3,Long_Term_Planning,19.67,100.0
SE1804801,Excellent,4,8.89,120,78,42,65.0,19.5,22,0,0,0,0,0,6,2,Low,0,False,79.0,Complete at least 22 more credits.,Advanced,22,78.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,11.0,100.0
SE1804802,Good,6,7.09,120,111,9,92.5,18.5,0,0,1,1,0,0,7,3,Low,0,False,87.5,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,2,80,1,Approaching_OJT,0.0,100.0
SE1804803,AtRisk,4,5.25,120,67,53,55.83,16.75,33,4,6,2,2,1,6,19,High,1,False,19.5,Complete at least 33 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,33,67.0,Moderate_Gap,15,0,2,Moderate_Planning_Gap,16.5,100.0
SE1804804,Excellent,3,9.91,120,61,59,50.83,20.33,39,0,0,0,0,0,6,3,Low,0,False,70.5,Complete at least 39 more credits.,Developing,39,61.0,Moderate_Gap,0,100,3,Long_Term_Planning,13.0,100.0
SE1804805,Good,6,8.16,120,108,12,90.0,18.0,0,0,1,1,0,0,6,3,Low,0,False,86.0,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,2,80,0,OJT_Ready_Stage,0.0,100.0
SE1804806,Average,7,6.37,120,111,9,92.5,15.86,0,2,2,1,1,0,8,7,Medium,0,False,74.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,6,40,1,Approaching_OJT,0.0,99.98
SE1804807,Good,6,7.02,120,112,8,93.33,18.67,0,1,2,0,0,0,7,2,Low,0,True,89.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,99.98
SE1804808,Good,4,7.44,120,70,50,58.33,17.5,30,0,2,0,0,0,5,3,Low,0,False,71.0,Complete at least 30 more credits.,Developing,30,70.0,Moderate_Gap,2,80,1,Approaching_OJT,30.0,100.0
SE1804809,Good,6,7.74,120,106,14,88.33,17.67,0,1,2,0,0,0,7,2,Low,0,True,86.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,99.98
SE1804810,Good,5,7.9,120,95,25,79.17,19.0,5,0,1,0,0,0,7,2,Low,0,False,85.5,Complete at least 5 more credits.,Advanced,5,95.0,Near_Eligible,1,90,2,Moderate_Planning_Gap,2.5,100.0
SE1804811,Excellent,6,9.65,120,113,7,94.17,18.83,0,0,0,0,0,0,6,0,Low,0,True,96.5,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,0,OJT_Ready_Stage,0.0,100.0
SE1804812,AtRisk,5,5.66,120,75,45,62.5,15.0,25,5,5,2,2,0,7,17,High,1,False,30.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,25,75.0,Moderate_Gap,14,0,2,Moderate_Planning_Gap,12.5,100.0
SE1804813,Excellent,5,9.99,120,98,22,81.67,19.6,2,0,0,0,0,0,7,1,Low,0,False,89.0,Complete at least 2 more credits.,Near_Completion,2,98.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,1.0,100.0
SE1804814,Average,6,6.83,120,97,23,80.83,16.17,3,2,2,1,1,0,6,8,Medium,0,False,67.5,Complete at least 3 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,3,97.0,Near_Eligible,6,40,0,OJT_Ready_Stage,3.0,99.98
SE1804815,Good,4,7.68,120,75,45,62.5,18.75,25,0,1,1,0,0,5,5,Low,0,False,69.5,Complete at least 25 more credits. Complete all prerequisite courses.,Advanced,25,75.0,Moderate_Gap,2,80,1,Approaching_OJT,25.0,100.0
SE1804816,Excellent,4,9.07,120,79,41,65.83,19.75,21,0,0,0,0,0,6,2,Low,0,False,79.5,Complete at least 21 more credits.,Advanced,21,79.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,10.5,100.0
SE1804817,Excellent,5,8.82,120,92,28,76.67,18.4,8,0,0,0,0,0,7,1,Low,0,False,86.0,Complete at least 8 more credits.,Advanced,8,92.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,4.0,100.0
SE1804818,Good,5,7.98,120,97,23,80.83,19.4,3,1,1,1,0,0,6,5,Low,0,False,77.5,Complete at least 3 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,3,97.0,Near_Eligible,3,70,1,Approaching_OJT,3.0,100.0
SE1804819,Good,4,8.45,120,78,42,65.0,19.5,22,0,0,1,0,0,6,4,Low,0,False,73.0,Complete at least 22 more credits. Complete all prerequisite courses.,Advanced,22,78.0,Moderate_Gap,1,90,2,Moderate_Planning_Gap,11.0,100.0
SE1804820,Average,8,6.45,120,114,6,95.0,14.25,0,2,1,2,1,0,8,8,Medium,0,False,72.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,6,40,0,OJT_Ready_Stage,0.0,100.0
SE1804821,Average,2,6.45,120,35,85,29.17,17.5,65,3,2,0,1,0,5,9,Medium,0,False,39.5,Complete at least 65 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,65,35.0,Far_From_Eligible,6,40,3,Long_Term_Planning,21.67,100.0
SE1804822,LateStarter,1,6.82,120,14,106,11.67,14.0,86,2,3,1,0,0,6,9,Medium,0,False,29.0,Complete at least 86 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Early,86,14.0,Far_From_Eligible,6,40,5,Long_Term_Planning,17.2,100.0
SE1804823,Good,8,7.71,120,113,7,94.17,14.12,0,0,1,1,0,0,8,3,Low,0,False,88.5,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,2,80,0,OJT_Ready_Stage,0.0,100.0
SE1804824,Recovery,5,6.63,120,83,37,69.17,16.6,17,1,3,0,0,0,6,6,Medium,0,False,72.5,Complete at least 17 more credits. Retake failed courses as soon as possible.,Advanced,17,83.0,Near_Eligible,4,60,1,Approaching_OJT,17.0,100.0
SE1804825,Average,4,6.42,120,66,54,55.0,16.5,34,1,2,0,1,0,6,8,Medium,0,False,61.0,Complete at least 34 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,34,66.0,Moderate_Gap,4,60,2,Moderate_Planning_Gap,17.0,100.0
SE1804826,Good,3,7.6,120,54,66,45.0,18.0,46,0,1,1,0,0,6,6,Medium,0,False,59.0,Complete at least 46 more credits. Complete all prerequisite courses.,Developing,46,54.0,Moderate_Gap,2,80,3,Long_Term_Planning,15.33,100.0
SE1804827,Good,5,8.1,120,99,21,82.5,19.8,1,0,2,0,0,0,6,2,Low,0,False,85.5,Complete at least 1 more credits.,Near_Completion,1,99.0,Near_Eligible,2,80,1,Approaching_OJT,1.0,100.0
SE1804828,Good,3,7.6,120,55,65,45.83,18.33,45,0,1,1,0,0,5,6,Medium,0,False,59.5,Complete at least 45 more credits. Complete all prerequisite courses.,Developing,45,55.0,Moderate_Gap,2,80,2,Moderate_Planning_Gap,22.5,100.0
SE1804829,Good,5,7.72,120,93,27,77.5,18.6,7,1,2,0,0,0,6,3,Low,0,False,79.5,Complete at least 7 more credits. Retake failed courses as soon as possible.,Advanced,7,93.0,Near_Eligible,3,70,1,Approaching_OJT,7.0,100.0
SE1804830,Excellent,6,9.7,120,108,12,90.0,18.0,0,0,0,0,0,0,7,0,Low,0,True,94.0,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,100.0
SE1804831,Critical,5,4.27,120,62,58,51.67,12.4,38,8,8,2,3,2,7,23,High,1,False,0.0,Complete at least 38 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,38,62.0,Moderate_Gap,23,0,2,Moderate_Planning_Gap,19.0,100.0
SE1804832,AtRisk,6,5.5,120,85,35,70.83,14.17,15,3,6,1,1,1,7,15,High,1,False,42.5,Complete at least 15 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,15,85.0,Near_Eligible,12,0,1,Approaching_OJT,15.0,99.98
SE1804833,AtRisk,5,5.63,120,80,40,66.67,16.0,20,5,3,2,1,1,6,17,High,1,False,34.0,Complete at least 20 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,20,80.0,Near_Eligible,12,0,1,Approaching_OJT,20.0,100.0
SE1804834,Average,6,6.75,120,94,26,78.33,15.67,6,3,2,1,1,0,6,9,Medium,0,False,63.0,Complete at least 6 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,6,94.0,Near_Eligible,7,30,0,OJT_Ready_Stage,6.0,99.98
SE1804835,Average,6,6.34,120,105,15,87.5,17.5,0,3,4,2,0,0,6,8,Medium,0,False,63.5,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,9,10,0,OJT_Ready_Stage,0.0,100.0
SE1804836,Average,2,6.12,120,32,88,26.67,16.0,68,1,2,2,0,0,5,9,Medium,0,False,37.0,Complete at least 68 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Early,68,32.0,Far_From_Eligible,5,50,3,Long_Term_Planning,22.67,100.0
SE1804837,Good,6,8.16,120,112,8,93.33,18.67,0,1,2,1,0,0,7,4,Low,0,False,83.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,4,60,1,Approaching_OJT,0.0,99.98
